Verification Results (test_Xthis, test_ythis)
Timestamp: 2026-01-27 00:01:53.031230
Accuracy: 93.30%
-------------------------------------------------------
Index | True | Pred | Correct | Confidence
   72 |    0 |    0 | O       | 0.4425
   73 |    0 |    0 | O       | 0.4139
   74 |    0 |    0 | O       | 0.5472
   75 |    0 |    0 | O       | 0.5068
   76 |    0 |    0 | O       | 0.5644
   77 |    0 |    0 | O       | 0.5732
   78 |    0 |    0 | O       | 0.4141
   79 |    0 |    0 | O       | 0.4538
   80 |    0 |    0 | O       | 0.4282
   81 |    0 |    0 | O       | 0.4283
   82 |    0 |    0 | O       | 0.4342
   83 |    0 |    0 | O       | 0.3777
   84 |    0 |    0 | O       | 0.4651
   85 |    0 |    0 | O       | 0.5448
   86 |    0 |    0 | O       | 0.5661
   87 |    0 |    0 | O       | 0.5621
   88 |    0 |    0 | O       | 0.4108
   89 |    0 |    0 | O       | 0.5459
   90 |    0 |    0 | O       | 0.5394
   91 |    0 |    0 | O       | 0.5690
   92 |    0 |    0 | O       | 0.4838
   93 |    0 |    0 | O       | 0.5654
   94 |    0 |    0 | O       | 0.5492
   95 |    0 |    0 | O       | 0.5723
   96 |    0 |    0 | O       | 0.3855
   97 |    0 |    0 | O       | 0.5613
   98 |    0 |    0 | O       | 0.4310
   99 |    0 |    0 | O       | 0.5682
  100 |    0 |    0 | O       | 0.5635
  101 |    0 |    0 | O       | 0.5749
  102 |    0 |    0 | O       | 0.5480
  103 |    0 |    0 | O       | 0.5728
  104 |    0 |    0 | O       | 0.5769
  105 |    0 |    0 | O       | 0.5662
  106 |    0 |    0 | O       | 0.5778
  107 |    0 |    0 | O       | 0.5490
  108 |    0 |    0 | O       | 0.5743
  109 |    0 |    0 | O       | 0.5653
  110 |    0 |    0 | O       | 0.5734
  111 |    0 |    0 | O       | 0.5457
  112 |    0 |    0 | O       | 0.5679
  113 |    0 |    0 | O       | 0.5441
  114 |    0 |    0 | O       | 0.5725
  115 |    0 |    0 | O       | 0.5611
  116 |    0 |    0 | O       | 0.5572
  117 |    0 |    0 | O       | 0.5619
  118 |    0 |    0 | O       | 0.5660
  119 |    0 |    0 | O       | 0.5763
  120 |    0 |    0 | O       | 0.5706
  121 |    0 |    0 | O       | 0.5234
  122 |    0 |    0 | O       | 0.5483
  123 |    0 |    0 | O       | 0.4137
  124 |    0 |    0 | O       | 0.5459
  125 |    0 |    0 | O       | 0.5152
  126 |    0 |    0 | O       | 0.5668
  127 |    0 |    0 | O       | 0.5623
  128 |    0 |    0 | O       | 0.5465
  129 |    0 |    0 | O       | 0.5775
  130 |    0 |    0 | O       | 0.4842
  131 |    0 |    0 | O       | 0.5439
  132 |    0 |    0 | O       | 0.5752
  133 |    0 |    0 | O       | 0.5482
  134 |    0 |    0 | O       | 0.5489
  135 |    0 |    0 | O       | 0.5446
  136 |    0 |    0 | O       | 0.5779
  137 |    0 |    0 | O       | 0.5700
  138 |    0 |    0 | O       | 0.4828
  139 |    0 |    0 | O       | 0.4625
  140 |    0 |    0 | O       | 0.5753
  141 |    0 |    0 | O       | 0.4702
  142 |    0 |    0 | O       | 0.4150
  143 |    0 |    0 | O       | 0.4585
  144 |    0 |    0 | O       | 0.5484
  145 |    0 |    0 | O       | 0.5759
  146 |    0 |    0 | O       | 0.5420
  147 |    0 |    0 | O       | 0.5472
  148 |    0 |    0 | O       | 0.5494
  149 |    0 |    0 | O       | 0.5707
  150 |    0 |    0 | O       | 0.5738
  151 |    0 |    0 | O       | 0.4742
  152 |    0 |    0 | O       | 0.5470
  153 |    0 |    0 | O       | 0.5750
  154 |    0 |    0 | O       | 0.5709
  155 |    0 |    0 | O       | 0.4101
  156 |    0 |    0 | O       | 0.4780
  157 |    0 |    0 | O       | 0.5703
  158 |    0 |    0 | O       | 0.4674
  159 |    0 |    0 | O       | 0.5633
  160 |    0 |    0 | O       | 0.5545
  161 |    0 |    0 | O       | 0.5767
  162 |    0 |    0 | O       | 0.4636
  163 |    0 |    0 | O       | 0.5727
  164 |    0 |    0 | O       | 0.5641
  165 |    0 |    0 | O       | 0.5106
  166 |    0 |    0 | O       | 0.3982
  167 |    0 |    0 | O       | 0.5460
  168 |    0 |    0 | O       | 0.5470
  169 |    0 |    0 | O       | 0.5778
  170 |    0 |    0 | O       | 0.4607
  171 |    0 |    0 | O       | 0.4252
  172 |    0 |    0 | O       | 0.5190
  173 |    0 |    0 | O       | 0.5777
  174 |    0 |    0 | O       | 0.5638
  175 |    0 |    0 | O       | 0.5739
  176 |    0 |    0 | O       | 0.5623
  177 |    0 |    0 | O       | 0.5447
  178 |    0 |    0 | O       | 0.5608
  179 |    0 |    0 | O       | 0.5483
  180 |    0 |    0 | O       | 0.5775
  181 |    0 |    0 | O       | 0.4271
  182 |    0 |    0 | O       | 0.3890
  183 |    0 |    0 | O       | 0.5733
  184 |    0 |    0 | O       | 0.4093
  185 |    0 |    0 | O       | 0.5185
  186 |    0 |    0 | O       | 0.4791
  187 |    0 |    0 | O       | 0.3906
  188 |    0 |    0 | O       | 0.5614
  189 |    0 |    0 | O       | 0.5029
  190 |    0 |    0 | O       | 0.4273
  191 |    0 |    0 | O       | 0.4795
  192 |    0 |    0 | O       | 0.5761
  193 |    0 |    0 | O       | 0.5679
  194 |    0 |    0 | O       | 0.5535
  195 |    0 |    0 | O       | 0.5640
  196 |    0 |    0 | O       | 0.4191
  197 |    0 |    0 | O       | 0.4369
  198 |    0 |    0 | O       | 0.5773
  199 |    0 |    0 | O       | 0.5733
  200 |    0 |    0 | O       | 0.4334
  201 |    0 |    0 | O       | 0.3988
  202 |    0 |    0 | O       | 0.5647
  203 |    0 |    0 | O       | 0.5490
  204 |    0 |    0 | O       | 0.5330
  205 |    0 |    0 | O       | 0.5228
  206 |    0 |    0 | O       | 0.5708
  207 |    0 |    0 | O       | 0.5391
  208 |    0 |    0 | O       | 0.5379
  209 |    0 |    0 | O       | 0.5672
  210 |    0 |    0 | O       | 0.5461
  211 |    0 |    0 | O       | 0.5481
  212 |    0 |    0 | O       | 0.5762
  213 |    0 |    0 | O       | 0.5757
  214 |    0 |    0 | O       | 0.5474
  215 |    0 |    0 | O       | 0.5711
  216 |    0 |    0 | O       | 0.5652
  217 |    0 |    0 | O       | 0.5700
  218 |    0 |    0 | O       | 0.3819
  219 |    0 |    0 | O       | 0.5670
  220 |    0 |    0 | O       | 0.5652
  221 |    0 |    0 | O       | 0.4128
  222 |    0 |    0 | O       | 0.5586
  223 |    0 |    0 | O       | 0.3771
  224 |    0 |    0 | O       | 0.5340
  225 |    0 |    0 | O       | 0.5448
  226 |    0 |    0 | O       | 0.5524
  227 |    0 |    0 | O       | 0.4810
  228 |    0 |    0 | O       | 0.5356
  229 |    0 |    0 | O       | 0.5600
  230 |    0 |    0 | O       | 0.5483
  231 |    0 |    0 | O       | 0.5761
  232 |    0 |    0 | O       | 0.5408
  233 |    0 |    0 | O       | 0.5677
  234 |    0 |    0 | O       | 0.4740
  235 |    0 |    0 | O       | 0.5462
  236 |    0 |    0 | O       | 0.5205
  237 |    0 |    0 | O       | 0.5449
  238 |    0 |    0 | O       | 0.4704
  239 |    0 |    0 | O       | 0.5462
  240 |    0 |    0 | O       | 0.4234
  241 |    0 |    0 | O       | 0.4751
  242 |    0 |    0 | O       | 0.5604
  243 |    0 |    0 | O       | 0.5781
  244 |    0 |    0 | O       | 0.5631
  245 |    0 |    0 | O       | 0.4718
  246 |    0 |    0 | O       | 0.5726
  247 |    0 |    0 | O       | 0.4808
  248 |    0 |    0 | O       | 0.5776
  249 |    0 |    0 | O       | 0.5244
  250 |    0 |    0 | O       | 0.4873
  251 |    0 |    0 | O       | 0.5604
  252 |    0 |    0 | O       | 0.5308
  253 |    0 |    0 | O       | 0.4544
  254 |    0 |    0 | O       | 0.4924
  255 |    0 |    0 | O       | 0.4302
  256 |    0 |    0 | O       | 0.5486
  257 |    0 |    0 | O       | 0.4236
  258 |    0 |    0 | O       | 0.3917
  259 |    0 |    0 | O       | 0.5778
  260 |    0 |    0 | O       | 0.4202
  261 |    0 |    0 | O       | 0.5656
  262 |    0 |    0 | O       | 0.4168
  263 |    0 |    0 | O       | 0.4970
  264 |    0 |    0 | O       | 0.5710
  265 |    0 |    0 | O       | 0.5692
  266 |    0 |    0 | O       | 0.4891
  267 |    0 |    0 | O       | 0.5576
  268 |    0 |    0 | O       | 0.4833
  269 |    0 |    0 | O       | 0.5664
  270 |    0 |    0 | O       | 0.5749
  271 |    0 |    0 | O       | 0.5714
  272 |    0 |    0 | O       | 0.5465
  273 |    0 |    0 | O       | 0.5684
  274 |    0 |    0 | O       | 0.5689
  275 |    0 |    0 | O       | 0.5771
  276 |    0 |    0 | O       | 0.5697
  277 |    0 |    0 | O       | 0.5740
  278 |    0 |    0 | O       | 0.5252
  279 |    0 |    0 | O       | 0.5676
  280 |    0 |    0 | O       | 0.5664
  281 |    0 |    0 | O       | 0.5185
  282 |    0 |    0 | O       | 0.5654
  283 |    0 |    0 | O       | 0.4165
  284 |    0 |    0 | O       | 0.4082
  285 |    0 |    0 | O       | 0.4050
  286 |    0 |    0 | O       | 0.4167
  287 |    0 |    0 | O       | 0.5390
  288 |    0 |    0 | O       | 0.3794
  289 |    0 |    0 | O       | 0.4201
  290 |    0 |    0 | O       | 0.5722
  291 |    0 |    0 | O       | 0.5737
  292 |    0 |    0 | O       | 0.5455
  293 |    0 |    0 | O       | 0.5738
  294 |    0 |    0 | O       | 0.5536
  295 |    0 |    0 | O       | 0.5297
  296 |    0 |    0 | O       | 0.4705
  297 |    0 |    0 | O       | 0.5447
  298 |    0 |    0 | O       | 0.5723
  299 |    0 |    0 | O       | 0.5654
  300 |    0 |    0 | O       | 0.4640
  301 |    0 |    0 | O       | 0.5709
  302 |    0 |    0 | O       | 0.5568
  303 |    0 |    0 | O       | 0.5772
  304 |    0 |    0 | O       | 0.5738
  305 |    0 |    0 | O       | 0.5447
  306 |    0 |    0 | O       | 0.5637
  307 |    0 |    0 | O       | 0.3857
  308 |    0 |    0 | O       | 0.5432
  309 |    0 |    0 | O       | 0.5725
  310 |    0 |    0 | O       | 0.4724
  311 |    0 |    0 | O       | 0.5676
  312 |    0 |    0 | O       | 0.5510
  313 |    0 |    0 | O       | 0.5593
  314 |    0 |    0 | O       | 0.5726
  315 |    0 |    0 | O       | 0.5777
  316 |    0 |    0 | O       | 0.5529
  317 |    0 |    0 | O       | 0.5451
  318 |    0 |    0 | O       | 0.4310
  319 |    0 |    0 | O       | 0.5578
  320 |    0 |    0 | O       | 0.4201
  321 |    0 |    0 | O       | 0.3928
  322 |    0 |    0 | O       | 0.5776
  323 |    0 |    0 | O       | 0.5463
  324 |    0 |    0 | O       | 0.5476
  325 |    0 |    0 | O       | 0.5769
  326 |    0 |    0 | O       | 0.5478
  327 |    0 |    0 | O       | 0.5411
  328 |    0 |    0 | O       | 0.4715
  329 |    0 |    0 | O       | 0.5222
  330 |    0 |    0 | O       | 0.5759
  331 |    0 |    0 | O       | 0.5512
  332 |    0 |    0 | O       | 0.5772
  333 |    0 |    0 | O       | 0.5430
  334 |    0 |    0 | O       | 0.5587
  335 |    0 |    0 | O       | 0.5677
  336 |    0 |    0 | O       | 0.5485
  337 |    0 |    0 | O       | 0.5070
  338 |    0 |    0 | O       | 0.5738
  339 |    0 |    0 | O       | 0.5733
  340 |    0 |    0 | O       | 0.5655
  341 |    0 |    0 | O       | 0.5606
  342 |    0 |    0 | O       | 0.4086
  343 |    0 |    0 | O       | 0.5679
  344 |    0 |    0 | O       | 0.5294
  345 |    0 |    0 | O       | 0.5784
  346 |    0 |    0 | O       | 0.4902
  347 |    0 |    0 | O       | 0.5678
  348 |    0 |    0 | O       | 0.5443
  349 |    0 |    0 | O       | 0.5054
  350 |    0 |    0 | O       | 0.5688
  351 |    0 |    0 | O       | 0.5472
  352 |    0 |    0 | O       | 0.5656
  353 |    0 |    0 | O       | 0.5734
  354 |    0 |    0 | O       | 0.5744
  355 |    0 |    0 | O       | 0.4624
  356 |    0 |    0 | O       | 0.5587
  357 |    0 |    0 | O       | 0.5657
  358 |    0 |    0 | O       | 0.5629
  359 |    0 |    0 | O       | 0.5762
  360 |    0 |    0 | O       | 0.5458
  361 |    0 |    0 | O       | 0.3972
  362 |    0 |    0 | O       | 0.5485
  363 |    0 |    0 | O       | 0.3824
  364 |    0 |    0 | O       | 0.5406
  365 |    0 |    0 | O       | 0.5480
  366 |    0 |    0 | O       | 0.5256
  367 |    0 |    0 | O       | 0.5667
  368 |    0 |    0 | O       | 0.5727
  369 |    0 |    0 | O       | 0.5545
  370 |    0 |    0 | O       | 0.5625
  371 |    0 |    0 | O       | 0.5590
  372 |    0 |    0 | O       | 0.4935
  373 |    0 |    0 | O       | 0.5529
  374 |    0 |    0 | O       | 0.4251
  375 |    0 |    0 | O       | 0.5433
  376 |    0 |    0 | O       | 0.4895
  377 |    0 |    0 | O       | 0.3932
  378 |    0 |    0 | O       | 0.5690
  379 |    0 |    0 | O       | 0.5671
  380 |    0 |    0 | O       | 0.5568
  381 |    0 |    0 | O       | 0.5780
  382 |    0 |    0 | O       | 0.5709
  383 |    0 |    0 | O       | 0.5486
  384 |    0 |    0 | O       | 0.5483
  385 |    0 |    0 | O       | 0.5750
  386 |    0 |    0 | O       | 0.4097
  387 |    0 |    0 | O       | 0.5451
  388 |    0 |    0 | O       | 0.5691
  389 |    0 |    0 | O       | 0.4826
  390 |    0 |    0 | O       | 0.5318
  391 |    0 |    0 | O       | 0.5708
  392 |    0 |    0 | O       | 0.5035
  393 |    0 |    0 | O       | 0.5503
  394 |    0 |    0 | O       | 0.5555
  395 |    0 |    0 | O       | 0.3994
  396 |    0 |    0 | O       | 0.3817
  397 |    0 |    0 | O       | 0.5354
  398 |    0 |    0 | O       | 0.5561
  399 |    0 |    0 | O       | 0.4703
  400 |    0 |    0 | O       | 0.4893
  401 |    0 |    0 | O       | 0.4858
  402 |    0 |    0 | O       | 0.5586
  403 |    0 |    0 | O       | 0.3861
  404 |    0 |    0 | O       | 0.3990
  405 |    0 |    0 | O       | 0.3893
  406 |    0 |    0 | O       | 0.5640
  407 |    0 |    0 | O       | 0.4459
  408 |    0 |    0 | O       | 0.5634
  409 |    0 |    0 | O       | 0.4134
  410 |    0 |    0 | O       | 0.5633
  411 |    0 |    0 | O       | 0.5776
  412 |    0 |    0 | O       | 0.5599
  413 |    0 |    0 | O       | 0.5266
  414 |    0 |    0 | O       | 0.5769
  415 |    0 |    0 | O       | 0.5740
  416 |    0 |    0 | O       | 0.5600
  417 |    0 |    0 | O       | 0.3850
  418 |    0 |    0 | O       | 0.4019
  419 |    0 |    0 | O       | 0.4846
  420 |    0 |    0 | O       | 0.4011
  421 |    0 |    0 | O       | 0.5638
  422 |    0 |    0 | O       | 0.5153
  423 |    0 |    0 | O       | 0.5479
  424 |    0 |    0 | O       | 0.4666
  425 |    0 |    0 | O       | 0.5633
  426 |    0 |    0 | O       | 0.5769
  427 |    0 |    0 | O       | 0.5773
  428 |    0 |    0 | O       | 0.5419
  429 |    0 |    0 | O       | 0.5473
  430 |    0 |    0 | O       | 0.5189
  431 |    0 |    0 | O       | 0.4382
  432 |    0 |    0 | O       | 0.5722
  433 |    0 |    0 | O       | 0.4543
  434 |    0 |    0 | O       | 0.4879
  435 |    0 |    0 | O       | 0.5622
  436 |    0 |    0 | O       | 0.5628
  437 |    0 |    0 | O       | 0.5466
  438 |    0 |    0 | O       | 0.5718
  439 |    0 |    0 | O       | 0.5609
  440 |    0 |    0 | O       | 0.5695
  441 |    0 |    0 | O       | 0.5471
  442 |    0 |    0 | O       | 0.5704
  443 |    0 |    0 | O       | 0.5713
  444 |    0 |    0 | O       | 0.5667
  445 |    0 |    0 | O       | 0.5771
  446 |    0 |    0 | O       | 0.5503
  447 |    0 |    0 | O       | 0.5730
  448 |    0 |    0 | O       | 0.5563
  449 |    0 |    0 | O       | 0.5751
  450 |    0 |    0 | O       | 0.5200
  451 |    0 |    0 | O       | 0.3841
  452 |    0 |    0 | O       | 0.5594
  453 |    0 |    0 | O       | 0.4630
  454 |    0 |    0 | O       | 0.5679
  455 |    0 |    0 | O       | 0.5711
  456 |    0 |    0 | O       | 0.5430
  457 |    0 |    0 | O       | 0.5749
  458 |    0 |    0 | O       | 0.5036
  459 |    0 |    0 | O       | 0.5549
  460 |    0 |    0 | O       | 0.5600
  461 |    0 |    0 | O       | 0.4361
  462 |    0 |    0 | O       | 0.4136
  463 |    0 |    0 | O       | 0.5003
  464 |    0 |    0 | O       | 0.5504
  465 |    0 |    0 | O       | 0.5471
  466 |    0 |    0 | O       | 0.5261
  467 |    0 |    0 | O       | 0.5766
  468 |    0 |    0 | O       | 0.3909
  469 |    0 |    0 | O       | 0.5504
  470 |    0 |    0 | O       | 0.5427
  471 |    0 |    0 | O       | 0.5364
  472 |    0 |    0 | O       | 0.5660
  473 |    0 |    0 | O       | 0.4356
  474 |    0 |    0 | O       | 0.3849
  475 |    0 |    0 | O       | 0.5600
  476 |    0 |    0 | O       | 0.5755
  477 |    0 |    0 | O       | 0.4086
  478 |    0 |    0 | O       | 0.5501
  479 |    0 |    0 | O       | 0.5555
  480 |    0 |    0 | O       | 0.5687
  481 |    0 |    0 | O       | 0.5425
  482 |    0 |    0 | O       | 0.5655
  483 |    0 |    0 | O       | 0.5713
  484 |    0 |    0 | O       | 0.5537
  485 |    0 |    0 | O       | 0.5692
  486 |    0 |    0 | O       | 0.5509
  487 |    0 |    0 | O       | 0.5437
  488 |    0 |    0 | O       | 0.5598
  489 |    0 |    0 | O       | 0.5496
  490 |    0 |    0 | O       | 0.5754
  491 |    0 |    0 | O       | 0.5488
  492 |    0 |    0 | O       | 0.5426
  493 |    0 |    0 | O       | 0.5551
  494 |    0 |    0 | O       | 0.5288
  495 |    0 |    0 | O       | 0.5567
  496 |    0 |    0 | O       | 0.5517
  497 |    0 |    0 | O       | 0.4257
  498 |    0 |    0 | O       | 0.5707
  499 |    0 |    0 | O       | 0.5665
  500 |    1 |    1 | O       | 0.3964
  501 |    1 |    1 | O       | 0.4275
  502 |    1 |    1 | O       | 0.4373
  503 |    1 |    1 | O       | 0.4256
  504 |    1 |    1 | O       | 0.4224
  505 |    1 |    1 | O       | 0.4156
  506 |    1 |    1 | O       | 0.4209
  507 |    1 |    1 | O       | 0.4401
  508 |    1 |    1 | O       | 0.4389
  509 |    1 |    1 | O       | 0.4273
  510 |    1 |    1 | O       | 0.4188
  511 |    1 |    1 | O       | 0.3866
  512 |    1 |    1 | O       | 0.4378
  513 |    1 |    1 | O       | 0.4467
  514 |    1 |    1 | O       | 0.4433
  515 |    1 |    1 | O       | 0.3624
  516 |    1 |    1 | O       | 0.4511
  517 |    1 |    1 | O       | 0.4151
  518 |    1 |    1 | O       | 0.4469
  519 |    1 |    1 | O       | 0.4087
  520 |    1 |    3 | X       | 0.3616
  521 |    1 |    1 | O       | 0.3966
  522 |    1 |    1 | O       | 0.4391
  523 |    1 |    1 | O       | 0.4110
  524 |    1 |    1 | O       | 0.4431
  525 |    1 |    1 | O       | 0.4214
  526 |    1 |    1 | O       | 0.3886
  527 |    1 |    1 | O       | 0.4169
  528 |    1 |    1 | O       | 0.4224
  529 |    1 |    1 | O       | 0.4198
  530 |    1 |    1 | O       | 0.3732
  531 |    1 |    1 | O       | 0.4223
  532 |    1 |    1 | O       | 0.4523
  533 |    1 |    1 | O       | 0.4461
  534 |    1 |    1 | O       | 0.4161
  535 |    1 |    1 | O       | 0.4388
  536 |    1 |    1 | O       | 0.4267
  537 |    1 |    1 | O       | 0.4108
  538 |    1 |    1 | O       | 0.4219
  539 |    1 |    1 | O       | 0.3794
  540 |    1 |    1 | O       | 0.3888
  541 |    1 |    1 | O       | 0.4128
  542 |    1 |    3 | X       | 0.3587
  543 |    1 |    3 | X       | 0.3636
  544 |    1 |    1 | O       | 0.3809
  545 |    1 |    1 | O       | 0.4200
  546 |    1 |    1 | O       | 0.4379
  547 |    1 |    1 | O       | 0.3833
  548 |    1 |    1 | O       | 0.3916
  549 |    1 |    1 | O       | 0.4311
  550 |    1 |    1 | O       | 0.4483
  551 |    1 |    1 | O       | 0.4382
  552 |    1 |    1 | O       | 0.4202
  553 |    1 |    3 | X       | 0.3667
  554 |    1 |    1 | O       | 0.4464
  555 |    1 |    1 | O       | 0.4522
  556 |    1 |    1 | O       | 0.4131
  557 |    1 |    1 | O       | 0.4105
  558 |    1 |    1 | O       | 0.4232
  559 |    1 |    1 | O       | 0.3888
  560 |    1 |    1 | O       | 0.4162
  561 |    1 |    1 | O       | 0.4434
  562 |    1 |    3 | X       | 0.3625
  563 |    1 |    1 | O       | 0.3999
  564 |    1 |    1 | O       | 0.4203
  565 |    1 |    1 | O       | 0.4511
  566 |    1 |    1 | O       | 0.4324
  567 |    1 |    1 | O       | 0.4515
  568 |    1 |    1 | O       | 0.4195
  569 |    1 |    1 | O       | 0.4464
  570 |    1 |    1 | O       | 0.4490
  571 |    1 |    1 | O       | 0.4212
  572 |    1 |    1 | O       | 0.4164
  573 |    1 |    1 | O       | 0.4475
  574 |    1 |    1 | O       | 0.3814
  575 |    1 |    1 | O       | 0.4457
  576 |    1 |    1 | O       | 0.4486
  577 |    1 |    1 | O       | 0.4343
  578 |    1 |    1 | O       | 0.4474
  579 |    1 |    1 | O       | 0.4179
  580 |    1 |    1 | O       | 0.4274
  581 |    1 |    1 | O       | 0.4182
  582 |    1 |    1 | O       | 0.4514
  583 |    1 |    1 | O       | 0.3924
  584 |    1 |    1 | O       | 0.4430
  585 |    1 |    1 | O       | 0.4260
  586 |    1 |    1 | O       | 0.4082
  587 |    1 |    1 | O       | 0.3834
  588 |    1 |    1 | O       | 0.4520
  589 |    1 |    1 | O       | 0.4193
  590 |    1 |    3 | X       | 0.3611
  591 |    1 |    1 | O       | 0.4101
  592 |    1 |    1 | O       | 0.4526
  593 |    1 |    1 | O       | 0.4340
  594 |    1 |    1 | O       | 0.4020
  595 |    1 |    1 | O       | 0.4330
  596 |    1 |    3 | X       | 0.3650
  597 |    1 |    1 | O       | 0.4129
  598 |    1 |    1 | O       | 0.4183
  599 |    1 |    1 | O       | 0.4469
  600 |    1 |    1 | O       | 0.4161
  601 |    1 |    1 | O       | 0.4271
  602 |    1 |    1 | O       | 0.4028
  603 |    1 |    1 | O       | 0.4178
  604 |    1 |    1 | O       | 0.3672
  605 |    1 |    1 | O       | 0.4217
  606 |    1 |    1 | O       | 0.4154
  607 |    1 |    1 | O       | 0.4141
  608 |    1 |    1 | O       | 0.3809
  609 |    1 |    1 | O       | 0.4407
  610 |    1 |    1 | O       | 0.4168
  611 |    1 |    1 | O       | 0.3849
  612 |    1 |    1 | O       | 0.4178
  613 |    1 |    1 | O       | 0.4219
  614 |    1 |    1 | O       | 0.4076
  615 |    1 |    1 | O       | 0.4220
  616 |    1 |    1 | O       | 0.4247
  617 |    1 |    1 | O       | 0.3848
  618 |    1 |    1 | O       | 0.4186
  619 |    1 |    1 | O       | 0.4469
  620 |    1 |    1 | O       | 0.4438
  621 |    1 |    1 | O       | 0.4317
  622 |    1 |    1 | O       | 0.4379
  623 |    1 |    1 | O       | 0.4213
  624 |    1 |    1 | O       | 0.4220
  625 |    1 |    1 | O       | 0.4213
  626 |    1 |    1 | O       | 0.4197
  627 |    1 |    1 | O       | 0.4444
  628 |    1 |    1 | O       | 0.4127
  629 |    1 |    1 | O       | 0.4419
  630 |    1 |    1 | O       | 0.3694
  631 |    1 |    1 | O       | 0.4150
  632 |    1 |    1 | O       | 0.4462
  633 |    1 |    1 | O       | 0.4102
  634 |    1 |    1 | O       | 0.4162
  635 |    1 |    1 | O       | 0.4174
  636 |    1 |    1 | O       | 0.4277
  637 |    1 |    1 | O       | 0.4342
  638 |    1 |    1 | O       | 0.4147
  639 |    1 |    1 | O       | 0.4445
  640 |    1 |    1 | O       | 0.4218
  641 |    1 |    1 | O       | 0.4330
  642 |    1 |    1 | O       | 0.3990
  643 |    1 |    1 | O       | 0.4323
  644 |    1 |    1 | O       | 0.4325
  645 |    1 |    1 | O       | 0.4437
  646 |    1 |    1 | O       | 0.4260
  647 |    1 |    1 | O       | 0.4417
  648 |    1 |    1 | O       | 0.4470
  649 |    1 |    1 | O       | 0.4258
  650 |    1 |    1 | O       | 0.4461
  651 |    1 |    1 | O       | 0.4267
  652 |    1 |    1 | O       | 0.4456
  653 |    1 |    1 | O       | 0.4526
  654 |    1 |    1 | O       | 0.4171
  655 |    1 |    1 | O       | 0.4187
  656 |    1 |    1 | O       | 0.4398
  657 |    1 |    1 | O       | 0.4479
